year,country,title,rating,genre
1981,UK,Time Bandits,1,"Adventure, Comedy, Fantasy"
1980,USA,Airplane!,3,Comedy
1980,USA,Can&#39;t Stop the Music,3,"Music, Musical"
1980,USA,Fame,3,"Drama, Music, Musical"
1980,"USA, UK",Flash Gordon,3,"Action, Adventure, Fantasy"
1980,USA,Friday the 13th,3,Horror
1980,USA,Heaven&#39;s Gate,0,"Action, Adventure, Drama"
1980,USA,Private Benjamin,3,"Comedy, War"
1980,USA,Raging Bull,1,"Biography, Drama, Sport"
1980,USA,Somewhere in Time,2,"Drama, Fantasy, Romance"
1980,USA,Star Wars: Episode V - The Empire Strikes Back,0,"Action, Adventure, Sci-Fi"
1980,"USA, UK",Superman II,3,"Action, Sci-Fi"
1980,USA,"Blues Brothers, The",1,"Action, Comedy, Musical"
1980,USA,"Fog, The",3,Horror
1980,"UK, USA","Shining, The",2,Horror
1979,"USA, UK",Alien,3,"Horror, Sci-Fi"
1979,USA,Apocalypse Now,0,"Drama, War"
1979,"UK, France",Moonraker,1,"Action, Adventure, Crime"
1979,USA,Star Trek: The Motion Picture,1,"Adventure, Mystery, Sci-Fi"
1979,USA,"Amityville Horror, The",3,Horror
1978,USA,Animal House,2,"Comedy, Romance"
1978,"Italy, USA",Dawn of the Dead,0,Horror
1978,USA,Days of Heaven,3,"Drama, Romance"
1978,USA,Grease,3,"Musical, Romance"
1978,USA,Halloween,3,"Horror, Thriller"
1978,USA,I Spit on Your Grave,0,"Horror, Thriller"
1978,"USA, UK",Superman,1,"Action, Fantasy, Sci-Fi"
1978,"UK, USA","Deer Hunter, The",1,"Drama, War"
1977,"USA, UK",A Bridge Too Far,1,"Drama, History, War"
1977,USA,Annie Hall,3,"Comedy, Romance"
1977,USA,Close Encounters of the Third Kind,1,"Adventure, Drama, Sci-Fi"
1977,USA,Eraserhead,0,"Fantasy, Horror"
1977,USA,High Anxiety,1,Comedy
1977,USA,Julia,3,Drama
1977,USA,Star Wars,1,"Action, Adventure, Fantasy"
1976,USA,Assault on Precinct 13,3,"Action, Crime, Thriller"
1976,USA,Family Plot,3,"Comedy, Thriller"
1976,USA,Logan&#39;s Run,2,"Action, Adventure, Sci-Fi"
1976,USA,Network,3,Drama
1976,USA,Rocky,1,"Drama, Sport"
1976,USA,Silent Movie,1,Comedy
1976,USA,Sparkle,3,"Drama, Music"
1976,USA,Taxi Driver,1,"Crime, Drama"
1975,"UK, USA",Barry Lyndon,1,Drama
1975,USA,Jaws,3,"Adventure, Horror, Thriller"
1975,UK,Monty Python and the Holy Grail,2,"Adventure, Comedy, Fantasy"
1975,USA,One Flew Over the Cuckoo&#39;s Nest,2,Drama
1975,"UK, USA","Rocky Horror Picture Show, The",3,"Comedy, Musical"
1974,Canada,Black Christmas,3,"Horror, Mystery, Thriller"
1974,USA,Blazing Saddles,1,"Comedy, Western"
1974,USA,"Conversation, The",1,"Drama, Mystery, Thriller"
1974,USA,"Godfather: Part II, The",2,"Crime, Drama"
1974,USA,"Texas Chain Saw Massacre, The",1,Horror
1974,USA,"Towering Inferno, The",1,Action
1974,USA,Young Frankenstein,2,Comedy
1973,USA,American Graffiti,2,"Comedy, Drama"
1973,USA,High Plains Drifter,1,Western
1973,USA,Sleeper,1,"Comedy, Sci-Fi"
1973,USA,"Exorcist, The",3,Horror
1973,USA,"Sting, The",1,"Comedy, Crime, Drama"
1972,USA,1776,1,"Drama, Family, History"
1972,USA,Pink Flamingos,3,"Comedy, Crime, Horror"
1972,USA,"Godfather, The",2,"Crime, Drama"
1971,USA,Escape from the Planet of the Apes,1,"Action, Sci-Fi"
1971,USA,Shaft,1,"Action, Crime, Thriller"
1971,"USA, UK",Straw Dogs,1,Thriller
1971,USA,"French Connection, The",1,"Action, Crime, Thriller"
1971,USA,Willy Wonka &amp; the Chocolate Factory,2,"Fantasy, Musical"
1970,USA,Beyond the Valley of the Dolls,3,"Comedy, Music"
