year,country,title,rating,genre
2005,USA,Junebug,3,"Comedy, Drama"
2005,USA,Just Like Heaven,3,"Comedy, Fantasy, Romance"
2005,"New Zealand, USA, Germany",King Kong,0,"Action, Adventure, Drama"
2005,"USA, UK, Spain, Germany, Morocco",Kingdom of Heaven,0,"Action, Adventure, Drama"
2005,USA,Kiss Kiss Bang Bang,1,"Action, Comedy, Crime"
2005,"France, USA, Germany",Lord of War,2,"Crime, Drama, Thriller"
2005,USA,Madagascar,0,"Animation, Adventure, Comedy"
2005,USA,Man of the House,3,"Action, Comedy"
2005,"UK, Russia, Ireland, Luxembourg, USA",Match Point,3,"Drama, Romance"
2005,"USA, UK",Me and You and Everyone We Know,3,"Comedy, Drama"
2005,USA,Memoirs of a Geisha,3,"Drama, Romance"
2005,"UK, USA",MirrorMask,3,"Adventure, Drama, Family"
2005,"USA, Australia",Miss Congeniality 2: Armed &amp; Fabulous,3,"Action, Comedy, Crime"
2005,USA,Mr. &amp; Mrs. Smith,2,"Action, Comedy, Crime"
2005,"USA, Canada, France",Munich,1,"Drama, History, Thriller"
2005,USA,North Country,3,Drama
2005,"UK, Czech Republic, France, Italy",Oliver Twist,1,"Crime, Drama"
2005,"France, UK, USA",Pride and Prejudice,3,"Drama, Romance"
2005,USA,Proof,3,"Drama, Mystery"
2005,USA,Red Eye,3,"Action, Thriller"
2005,USA,Rent,3,"Drama, Musical, Romance"
2005,USA,Robots,1,"Animation, Adventure, Comedy"
2005,"USA, Canada",Saw II,3,Horror
2005,USA,Serenity,3,"Action, Adventure, Sci-Fi"
2005,USA,Shopgirl,2,"Drama, Romance"
2005,USA,Sin City,3,"Crime, Thriller"
2005,"Cameroon, UK",Sisters in Law,3,Documentary
2005,USA,Sky High,3,"Adventure, Comedy, Family"
2005,"USA, Germany",Son of the Mask,1,"Adventure, Comedy, Family"
2005,USA,Star Wars: Episode III - Revenge of the Sith,1,"Action, Adventure, Fantasy"
2005,USA,Stealth,1,"Action, Adventure, Sci-Fi"
2005,USA,Strangers with Candy,3,Comedy
2005,USA,Thank You for Smoking,1,"Comedy, Drama"
2005,USA,"40 Year Old Virgin, The",3,"Comedy, Romance"
2005,USA,"Adventures of Sharkboy and Lavagirl 3-D, The",1,"Action, Adventure, Family"
2005,USA,"Amityville Horror, The",3,"Drama, Horror, Mystery"
2005,USA,"Ballad of Jack and Rose, The",3,Drama
2005,"USA, UK","Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",3,"Adventure, Family, Fantasy"
2005,"UK, Germany, USA, China","Constant Gardener, The",3,"Drama, Mystery, Thriller"
2005,UK,"Descent, The",3,"Adventure, Horror"
2005,"USA, Germany","Devil&#39;s Rejects, The",3,Horror
2005,USA,"Exorcism of Emily Rose, The",3,"Crime, Drama, Horror"
2005,USA,"Fog, The",3,Horror
2005,"USA, UK","Hitchhiker&#39;s Guide to the Galaxy, The",1,"Adventure, Comedy, Sci-Fi"
2005,USA,"Island, The",3,"Action, Adventure, Sci-Fi"
2005,"USA, Germany","Jacket, The",2,"Drama, Mystery, Sci-Fi"
2005,USA,"Legend of Zorro, The",1,"Action, Adventure, Western"
2005,"USA, UK","New World, The",3,"Biography, Drama, History"
2005,USA,"Ring Two, The",3,"Horror, Mystery, Thriller"
2005,"USA, Germany","Skeleton Key, The",3,"Drama, Mystery, Thriller"
2005,USA,"Squid and the Whale, The",2,"Comedy, Drama"
2005,USA,"Wedding Date, The",3,"Comedy, Romance"
2005,USA,Transamerica,3,"Adventure, Comedy, Drama"
2005,UK,Tristram Shandy: A Cock and Bull Story,2,"Comedy, Drama"
2005,"USA, UK, Germany",V for Vendetta,3,"Action, Sci-Fi, Thriller"
2005,USA,Waiting...,3,Comedy
2005,"USA, Germany",Walk the Line,3,"Biography, Drama, Music"
2005,USA,War of the Worlds,3,"Adventure, Sci-Fi, Thriller"
2005,"Canada, India",Water,3,"Drama, Romance"
2005,"UK, Canada, USA",White Noise,1,"Drama, Horror, Mystery"
2005,USA,"Yours, Mine and Ours",3,"Comedy, Family, Romance"
2005,USA,Zathura: A Space Adventure,0,"Action, Adventure, Comedy"
2004,USA,13 Going on 30,3,"Comedy, Fantasy, Romance"
2004,"Hong Kong, China, France, Italy, Germany",2046,3,"Drama, Fantasy, Romance"
2004,USA,50 First Dates,2,"Comedy, Romance"
2004,"USA, Canada",A Cinderella Story,3,"Comedy, Family, Romance"
2004,"USA, Canada",A Home at the End of The World,3,"Drama, Romance"
2004,"France, USA",A Very Long Engagement,3,"Drama, Mystery, Romance"
2004,USA,Anchorman: The Legend of Ron Burgundy,3,Comedy
2004,"USA, Germany, Ireland, UK",Around the World in 80 Days,1,"Action, Adventure, Comedy"
2004,"USA, UK, Czech Republic, Canada, Germany",AVP: Alien vs. Predator,3,"Action, Adventure, Sci-Fi"
2004,France,Banlieue 13,0,"Action, Sci-Fi, Thriller"
2004,USA,Before Sunset,0,"Drama, Romance"
2004,"UK, France, Germany, Ireland, USA",Bridget Jones: The Edge of Reason,3,"Comedy, Romance"
2004,USA,Catwoman,3,"Action, Fantasy"
2004,"USA, Germany",Cellular,3,"Action, Crime, Drama"
2004,"USA, UK",Closer,3,"Drama, Romance"
2004,USA,Collateral,1,"Crime, Drama, Thriller"
2004,USA,Connie and Carla,3,"Comedy, Crime, Music"
2004,"USA, Germany",Crash,3,Drama
2004,USA,D.E.B.S.,3,"Action, Comedy, Romance"
2004,"USA, Canada, Japan, France",Dawn of the Dead,3,"Action, Horror, Sci-Fi"
2004,"USA, Germany",Dodgeball: A True Underdog Story,3,"Comedy, Sport"
2004,"USA, Ireland, UK",Ella Enchanted,3,"Comedy, Family, Fantasy"
2004,USA,Eternal Sunshine of the Spotless Mind,2,"Drama, Romance, Sci-Fi"
2004,"USA, UK, Germany",Eulogy,3,"Comedy, Drama"
2004,"USA, UK",Finding Neverland,3,"Biography, Drama, Family"
2004,USA,Flight of the Phoenix,0,"Action, Adventure, Drama"
2004,USA,Garden State,3,"Comedy, Drama, Romance"
2004,"USA, Canada, Germany",Harold and Kumar Go to White Castle,3,"Adventure, Comedy"
2004,"UK, USA",Harry Potter and the Prisoner of  Azkaban,3,"Adventure, Family, Fantasy"
2004,USA,Hellboy,1,"Action, Adventure, Fantasy"
2004,USA,Home on the Range,3,"Animation, Comedy, Family"
2004,"USA, UK, Germany",I Heart Huckabees,3,Comedy
2004,"USA, Germany","I, Robot",1,"Action, Mystery, Sci-Fi"
2004,USA,In Good Company,1,"Comedy, Drama, Romance"
2004,"USA, Germany",Kinsey,3,"Biography, Drama"
2004,"Hong Kong, China",Kung Fu Hustle,0,"Action, Comedy, Crime"
2004,UK,Layer Cake,1,"Crime, Drama, Thriller"
2004,"USA, Germany",Lemony Snicket&#39;s A Series of Unfortunate Events,3,"Adventure, Comedy, Family"
2004,"Colombia, USA, Ecuador",Maria Full of Grace,3,"Crime, Drama"
2004,"USA, Canada",Mean Girls,3,Comedy
2004,USA,Million Dollar Baby,3,"Drama, Sport"
2004,USA,Miracle,1,"Drama, Family, History"
2004,UK,My Summer of Love,3,"Drama, Romance"
2004,USA,Napoleon Dynamite,1,Comedy
2004,USA,New York Minute,3,Comedy
2004,USA,Primer,1,"Drama, Thriller, Sci-Fi"
2004,USA,Raising Helen,3,"Comedy, Drama, Romance"
2004,USA,Ray,3,"Biography, Drama, Music"
2004,"Germany, France, UK, Canada, USA",Resident Evil: Apocalypse,3,"Action, Horror, Sci-Fi"
2004,"USA, Canada",Saved!,3,"Comedy, Drama"
2004,"USA, Australia",Saw,2,"Horror, Mystery, Thriller"
2004,USA,Secret Window,1,"Mystery, Thriller"
2004,USA,Shark Tale,1,"Animation, Adventure, Comedy"
2004,"UK, France, USA",Shaun of the Dead,3,"Comedy, Horror"
2004,USA,Shrek 2,3,"Animation, Adventure, Comedy"
2004,USA,Sideways,3,"Comedy, Drama, Romance"
2004,"USA, UK, Italy",Sky Captain and the World of Tomorrow,3,"Action, Adventure, Mystery"
2004,USA,Spanglish,3,"Comedy, Drama, Romance"
2004,USA,Spider-Man 2,1,"Action, Adventure, Fantasy"
2004,"USA, Germany",Team America: World Police,2,"Animation, Action, Adventure"
2004,"USA, Germany","Aviator, The",1,"Biography, Drama"
2004,"USA, Germany","Bourne Supremacy, The",2,"Action, Crime, Thriller"
2004,"USA, Canada","Butterfly Effect, The",2,"Sci-Fi, Thriller"
2004,USA,"Chronicles of Riddick, The",2,"Action, Adventure, Sci-Fi"
2004,USA,"Day After Tomorrow, The",3,"Action, Adventure, Sci-Fi"
2004,"USA, Japan","Grudge, The",3,"Horror, Mystery, Thriller"
2004,USA,"Incredibles, The",3,"Animation, Action, Adventure"
2004,USA,"Life Aquatic with Steve Zissou, The",2,"Adventure, Comedy, Drama"
2004,USA,"Notebook, The",3,"Drama, Romance"
2004,"UK, USA","Phantom of the Opera, The",2,"Drama, Musical, Romance"
2004,USA,"Polar Express, The",1,"Animation, Adventure, Family"
2004,USA,"Princess Diaries 2: Royal Engagement, The",3,"Comedy, Drama, Family"
2004,USA,"Stepford Wives, The",3,"Comedy, Sci-Fi, Thriller"
2004,USA,"Terminal, The",1,"Comedy, Drama"
2004,USA,"Village, The",3,"Drama, Mystery, Thriller"
2004,USA,"Whole Ten Yards, The",1,"Comedy, Crime, Thriller"
2004,"USA, Malta, UK",Troy,1,"Adventure, Drama"
2004,"USA, Czech Republic",Van Helsing,3,"Action, Adventure, Fantasy"
2004,"UK, France",Vera Drake,3,"Crime, Drama"
2004,USA,White Chicks,3,"Crime, Comedy"
2004,"UK, France, USA",Wimbledon,3,"Comedy, Romance, Sport"
2003,"USA, Germany",2 Fast 2 Furious,1,"Action, Crime, Thriller"
2003,USA,21 grams,3,"Crime, Drama, Thriller"
2003,USA,Big Fish,1,"Adventure, Drama, Fantasy"
2003,France,Bon voyage,3,"Comedy, Drama, Mystery"
2003,USA,Bruce Almighty,3,"Comedy, Drama, Fantasy"
2003,USA,Charlie&#39;s Angels: Full Throttle,3,"Action, Adventure, Comedy"
2003,"USA, UK, Romania, Italy",Cold Mountain,3,"Drama, Romance, War"
2003,USA,Cradle 2 the Grave,1,"Action, Crime, Drama"
2003,USA,Daddy Day Care,3,"Comedy, Family"
2003,USA,Daredevil,0,"Action, Crime, Fantasy"
2003,"USA, Australia",Darkness Falls,1,"Horror, Thriller"
2003,"USA, Australia",Dreamcatcher,0,"Drama, Horror, Sci-Fi"
2003,"USA, Canada",Final Destination 2,3,"Horror, Thriller"
2003,USA,Finding Nemo,1,"Animation, Adventure, Comedy"
2003,USA,Freaky Friday,3,"Comedy, Family, Fantasy"
2003,"UK, Luxembourg",Girl with a Pearl Earring,3,"Biography, Drama, Romance"
2003,Germany,Goodbye Lenin!,3,"Comedy, Drama, Romance"
2003,USA,Holes,2,"Adventure, Comedy, Drama"
2003,USA,Hollywood Homicide,1,"Action, Comedy, Crime"
2003,USA,House of Sand and Fog,3,Drama
2003,"USA, Germany",How to Lose a Guy in 10 Days,3,"Comedy, Romance"
2003,USA,Hulk,1,"Action, Sci-Fi"
2003,USA,Identity,1,"Mystery, Thriller"
2003,"Australia, USA, UK",In the Cut,3,"Mystery, Thriller"
2003,USA,Jeepers Creepers II,3,"Horror, Thriller"
2003,USA,Kill Bill: Vol. 1,3,"Action, Crime"
2003,"USA, Germany, Japan, UK",Lara Croft Tomb Raider: The Cradle of Life,3,"Action, Adventure, Fantasy"
2003,USA,"Legally Blonde 2: Red, White &amp; Blonde",3,Comedy
2003,"France, Belgium, Canada, UK, Latvia",Les triplettes de Belleville,3,"Animation, Comedy"
2003,"USA, Japan",Lost In Translation,3,Drama
2003,"UK, USA, France",Love Actually,3,"Comedy, Drama, Romance"
2003,USA,Master and Commander: The Far Side of the World,0,"Action, Adventure, Drama"
2003,USA,Mona Lisa Smile,3,Drama
2003,"USA, Germany",Monster,3,"Biography, Crime, Drama"
2003,"USA, Australia",Mystic River,3,"Crime, Drama, Mystery"
2003,"Australia, USA, UK",Peter Pan,3,"Adventure, Family, Fantasy"
2003,USA,Pirates of the Caribbean: The Curse of the Black Pearl,3,"Action, Adventure, Fantasy"
2003,USA,Pride and Prejudice,3,"Comedy, Romance"
2003,USA,S.W.A.T.,3,"Action, Crime, Thriller"
2003,"USA, Canada",Scary Movie 3,3,Comedy
2003,USA,Secondhand Lions,1,"Comedy, Drama, Family"
2003,"USA, Hong Kong",Shanghai Knights,1,"Action, Adventure, Comedy"
2003,"USA, Canada",Shattered Glass,2,"Drama, History"
2003,USA,Sinbad: Legend of the Seven Seas,2,"Adventure, Fantasy, Animation"
2003,USA,Something&#39;s Gotta Give,3,"Comedy, Drama, Romance"
2003,USA,Spy Kids 3-D: Game Over,3,"Action, Adventure, Comedy"
2003,"France, UK",Swimming Pool,3,Thriller
2003,"USA, Germany, UK",Terminator 3: Rise of the Machines,3,"Action, Sci-Fi, Thriller"
2003,"USA, Germany, Canada","Core, The",3,"Action, Adventure, Sci-Fi"
2003,"USA, France, UK","Italian Job, The",1,"Action, Crime, Thriller"
2003,"USA, Australia","Jungle Book 2, The",0,"Adventure, Animation, Family"
2003,"USA, New Zealand, Japan","Last Samurai, The",0,"Action, Drama, History"
2003,"USA, Germany, Czech Republic, UK","League of Extraordinary Gentlemen, The",0,"Action, Adventure, Fantasy"
2003,"USA, New Zealand","Lord of the Rings: The Return of the King, The",1,"Action, Adventure, Fantasy"
2003,"USA, Australia","Matrix Reloaded, The",2,"Action, Sci-Fi"
2003,"Australia, USA","Matrix Revolutions, The",3,"Action, Adventure, Sci-Fi"
2003,USA,"Missing, The",3,"Adventure, Thriller, Western"
2003,"USA, Germany","School of Rock, The",3,"Comedy, Music"
2003,USA,Thirteen,3,"Biography, Drama"
2003,USA,Timeline,1,"Action, Adventure, Sci-Fi"
2003,Australia,Undead,3,"Action, Comedy, Horror"
2003,"UK, Germany, Hungary, USA",Underworld,3,"Action, Fantasy, Thriller"
2003,"USA, Germany",Wrong Turn,3,"Horror, Thriller"
2003,"Canada, USA",X2 (X-Men 2),3,"Action, Adventure, Sci-Fi"
2002,USA,25th Hour,2,"Crime, Drama"
2002,UK,28 Days Later...,3,"Horror, Sci-Fi, Thriller"
2002,"France, Italy",8 femmes,3,"Musical, Comedy, Crime"
2002,"USA, Germany",8 Mile,1,"Drama, Music"
2002,USA,About Schmidt,1,"Comedy, Drama"
2002,USA,Adaptation,3,"Comedy, Crime, Drama"
2002,"UK, France",All or Nothing,3,"Drama, Comedy"
2002,USA,Antwone Fisher,1,"Biography, Drama, Romance"
2002,USA,Austin Powers in Goldmember,1,"Action, Comedy, Crime"
2002,"UK, Germany, USA",Bend It Like Beckham,3,"Comedy, Drama, Romance"
2002,"USA, Germany",Blade II,1,"Action, Horror, Sci-Fi"
2002,"USA, Germany",Blue Crush,3,"Drama, Romance, Sport"
2002,USA,Cabin Fever,3,Horror
2002,USA,Carrie,3,"Drama, Horror, Sci-Fi"
2002,"USA, Canada",Catch Me If You Can,2,"Biography, Crime, Drama"
2002,"USA, Germany, Canada",Chicago,3,"Comedy, Crime, Musical"
2002,USA,Crossroads,3,"Adventure, Comedy, Drama"
2002,"USA, UK, Germany",Death to Smoochy,2,"Comedy, Crime, Drama"
2002,"UK, USA",Die Another Day,2,"Action, Adventure, Crime"
2002,USA,Drumline,1,"Comedy, Drama, Romance"
2002,USA,Equilibrium,1,"Action, Drama, Sci-Fi"
2002,"USA, France",Far from Heaven,3,Drama
2002,"USA, Canada, Mexico",Frida,2,"Biography, Drama, Romance"
2002,USA,Funny Ha Ha,3,"Comedy, Drama"
2002,"USA, Italy",Gangs of New York,1,"Crime, Drama, History"
2002,USA,Gerry,0,"Adventure, Drama, Mystery"
2002,"USA, UK, Germany",Harry Potter and the Chamber of Secrets,3,"Adventure, Family, Fantasy"
2002,USA,High Crimes,3,"Crime, Drama, Mystery"
2002,USA,I Spy,1,"Action, Adventure, Comedy"
2002,USA,Ice Age,0,"Animation, Adventure, Comedy"
2002,USA,Igby Goes Down,2,"Comedy, Drama"
2002,"USA, Canada",Insomnia,1,"Crime, Mystery, Thriller"
2002,USA,Lilo and Stitch,3,"Animation, Adventure, Comedy"
2002,USA,Maid in Manhattan,3,"Comedy, Drama, Romance"
2002,USA,May,3,"Drama, Horror, Thriller"
2002,USA,Men in Black II,1,"Action, Comedy, Sci-Fi"
2002,USA,Minority Report,1,"Action, Mystery, Sci-Fi"
2002,USA,Mr Deeds,2,Comedy
2002,"USA, Canada",My Big Fat Greek Wedding,3,"Comedy, Romance"
2002,USA,Panic Room,3,"Crime, Drama, Thriller"
2002,USA,Phone Booth,1,"Mystery, Thriller"
2002,"USA, Australia",Queen of the Damned,3,"Fantasy, Horror, Music"
2002,Australia,Rabbit-Proof Fence,3,"Adventure, Biography, Drama"
2002,USA,Real Women Have Curves,3,"Comedy, Drama"
2002,"USA, Germany",Red Dragon,1,"Crime, Thriller"
2002,"UK, Ireland, USA",Reign of Fire,1,"Action, Adventure, Fantasy"
2002,"UK, Germany, France, USA",Resident Evil,3,"Action, Horror, Sci-Fi"
2002,"USA, Australia",Scooby-Doo,3,"Adventure, Comedy, Family"
2002,USA,Signs,1,"Drama, Sci-Fi, Thriller"
2002,"Canada, USA",Snow Dogs,1,"Adventure, Comedy, Family"
2002,USA,Solaris,1,"Drama, Mystery, Romance"
2002,USA,Spider-Man,1,"Action, Fantasy"
2002,USA,Spirit: Stallion of the Cimarron,1,"Animation, Adventure, Comedy"
2002,USA,Spun,3,"Comedy, Crime, Drama"
2002,USA,Spy Kids 2: Island of Lost Dreams,3,"Action, Adventure, Comedy"
2002,USA,Star Trek: Nemesis,1,"Action, Adventure, Sci-Fi"
2002,USA,Star Wars: Episode II - Attack of the Clones,3,"Action, Adventure, Fantasy"
2002,"USA, Australia","Adventures of Pluto Nash, The",2,"Comedy, Action, Sci-Fi"
2002,USA,"Banger Sisters, The",3,"Comedy, Drama"
2002,"USA, Germany, Czech Republic","Bourne Identity, The",1,"Action, Mystery, Thriller"
2002,USA,"Dangerous Lives of Altar Boys, The",1,"Comedy, Drama"
2002,"USA, Germany, Netherlands","Good Girl, The",3,"Comedy, Drama, Romance"
2002,"USA, UK","Hours, The",3,Drama
2002,"UK, USA","Importance of Being Earnest, The",3,"Comedy, Drama, Romance"
2002,"USA, New Zealand","Lord of the Rings: The Two Towers, The",3,"Action, Adventure, Fantasy"
2002,USA,"Powerpuff Girls, The",3,"Animation, Action, Adventure"
2002,"Germany, USA, UK, Australia, France","Quiet American, The",2,"Drama, Mystery, Romance"
2002,"USA, Japan","Ring, The",3,"Horror, Mystery, Thriller"
2002,"USA, Germany","Rules of Attraction, The",3,"Comedy, Drama, Romance"
2002,USA,"Santa Clause 2, The",1,"Comedy, Family, Fantasy"
2002,USA,"Sweetest Thing, The",3,"Comedy, Romance"
2002,"France, USA","Transporter, The",0,"Action, Crime, Thriller"
2002,USA,"Tuxedo, The",0,"Action, Comedy, Sci-Fi"
2002,USA,Treasure Planet,3,"Animation, Adventure, Family"
2002,USA,Tuck Everlasting,3,"Drama, Romance, Family"
2002,"USA, Australia",Two Weeks Notice,3,"Comedy, Romance"
2002,"USA, Germany",We Were Soldiers,3,"Action, Drama, History"
2002,"New Zealand, Germany",Whale Rider,3,"Drama, Family"
2002,USA,White Oleander,3,Drama
2002,USA,xXx,1,"Action, Thriller"
2001,USA,A Beautiful Mind,1,"Biography, Drama"
2001,USA,A Knight&#39;s Tale,2,"Action, Adventure, Drama"
2001,"USA, Germany, Canada",Along Came A Spider,3,"Action, Crime, Mystery"
2001,USA,American Outlaws,1,"Action, Western"
2001,USA,Antitrust,2,"Crime, Drama, Thriller"
2001,USA,Artificial Intelligence: AI,1,"Adventure, Drama, Sci-Fi"
2001,USA,Atlantis: The Lost Empire,1,"Animation, Adventure, Family"
2001,"USA, UK",Black Hawk Down,0,"Drama, History, War"
2001,USA,Blow,1,"Biography, Crime, Drama"
2001,"USA, UK, Ireland, France",Bridget Jones&#39;s Diary,3,"Comedy, Drama, Romance"
2001,"USA, Australia, Switzerland, Canada",Don&#39;t Say A Word,3,"Crime, Thriller"
2001,USA,Donnie Darko,3,"Drama, Mystery, Sci-Fi"
2001,USA,Dr. Dolittle 2,3,"Comedy, Family, Fantasy"
2001,USA,Evolution,3,"Comedy, Sci-Fi"
2001,USA,From Hell,3,"Horror, Mystery, Thriller"
2001,"USA, UK, Germany",Ghost World,3,"Comedy, Drama"
2001,"UK, USA, Italy",Gosford Park,3,"Drama, Mystery"
2001,"UK, USA",Hannibal,3,"Crime, Drama, Thriller"
2001,"UK, USA",Harry Potter and the Sorcerer&#39;s Stone,3,"Adventure, Family, Fantasy"
2001,USA,Hedwig and the Angry Inch,3,"Comedy, Drama, Music"
2001,"UK, USA",High Heels and Low Lifes,3,"Action, Drama, Comedy"
2001,USA,Impostor,0,"Sci-Fi, Thriller, Action"
2001,USA,Jason X,3,"Horror, Sci-Fi, Thriller"
2001,USA,Jay and Silent Bob Strike Back,3,Comedy
2001,"Germany, USA",Jeepers Creepers,3,"Horror, Mystery"
2001,"Canada, USA",Josie and the Pussycats,3,"Comedy, Music"
2001,USA,Kate &amp; Leopold,2,"Comedy, Fantasy, Romance"
2001,"France, USA",Kiss of the Dragon,1,"Action, Crime, Thriller"
2001,USA,Kissing Jessica Stein,3,"Comedy, Drama, Romance"
2001,USA,L.I.E.,1,"Crime, Drama"
2001,"USA, UK, Japan, Germany",Lara Croft: Tomb Raider,0,"Action, Adventure, Fantasy"
2001,USA,Legally Blonde,3,"Comedy, Romance"
2001,USA,Lovely and Amazing,3,"Comedy, Drama, Romance"
2001,USA,Monkeybone,3,"Animation, Comedy, Fantasy"
2001,"India, USA, Italy, Germany, France",Monsoon Wedding,3,"Comedy, Drama, Romance"
2001,USA,"Monsters, Inc.",1,"Animation, Adventure, Comedy"
2001,"USA, Australia",Moulin Rouge!,3,"Drama, Musical, Romance"
2001,"France, USA",Mulholland Dr.,3,"Drama, Mystery, Thriller"
2001,Germany,Nowhere in Africa,3,"Biography, Drama"
2001,USA,Ocean&#39;s Eleven,1,"Crime, Thriller"
2001,USA,Osmosis Jones,3,"Animation, Action, Adventure"
2001,USA,Pearl Harbor,2,"Action, Drama, Romance"
2001,USA,Save the Last Dance,3,"Drama, Music, Romance"
2001,"USA, Germany",Shallow Hal,3,"Comedy, Drama, Fantasy"
2001,"Hong Kong, China",Shaolin Soccer,0,"Action, Comedy, Sport"
2001,USA,Shrek,1,"Animation, Adventure, Comedy"
2001,USA,Someone Like You...,3,"Comedy, Romance"
2001,USA,Spy Kids,3,"Action, Adventure, Comedy"
2001,USA,Super Troopers,1,"Comedy, Crime, Mystery"
2001,"USA, Germany","Fast and the Furious, The",1,"Action, Crime, Thriller"
2001,USA,"Glass House, The",3,Thriller
2001,Thailand,"Legend of Suriyothai, The",3,"Action, Adventure, Drama"
2001,"New Zealand, USA","Lord of the Rings: The Fellowship of the Ring, The",1,"Action, Adventure, Fantasy"
2001,"USA, Australia","Majestic, The",1,Drama
2001,USA,"One, The",0,"Action, Sci-Fi, Thriller"
2001,"USA, Spain, France, Italy","Others, The",3,"Drama, Horror, Mystery"
2001,USA,"Princess Diaries, The",3,"Comedy, Family, Romance"
2001,USA,"Royal Tenenbaums, The",3,"Comedy, Drama"
2001,"Germany, USA","Wedding Planner, The",3,"Comedy, Romance"
2001,"USA, Canada",Thir13en Ghosts,1,"Horror, Mystery, Thriller"
2001,"USA, Australia",Training Day,1,"Crime, Drama, Thriller"
2001,USA,Valentine,2,"Horror, Thriller"
2001,"USA, Spain",Vanilla Sky,1,"Fantasy, Mystery, Romance"
2001,"USA, Australia, Germany",Zoolander,3,Comedy
2000,USA,28 Days,3,"Comedy, Drama"
2000,USA,Almost Famous,3,"Drama, Music"
2000,USA,American Psycho,3,"Crime, Drama"
2000,UK,Beautiful Creatures,3,"Comedy, Thriller, Crime"
2000,USA,Best in Show,3,Comedy
2000,"UK, France",Billy Elliot,3,"Comedy, Drama, Music"
2000,USA,Boiler Room,1,"Crime, Drama, Thriller"
2000,USA,Bring It On,3,"Comedy, Sport"
2000,USA,Cast Away,2,"Adventure, Drama"
2000,"France, USA",Cecil B. Demented,3,"Comedy, Crime, Thriller"
2000,USA,Center Stage,3,"Drama, Music"
2000,"USA, Germany",Charlie&#39;s Angels,3,"Action, Adventure, Comedy"
2000,"UK, USA",Chicken Run,3,"Animation, Family, Comedy"
2000,"UK, USA",Chocolat,3,"Drama, Romance"
2000,USA,Coyote Ugly,3,"Comedy, Drama, Romance"
2000,"Spain, Argentina, Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Norway",Dancer in the Dark,3,"Crime, Drama, Musical"
2000,USA,"Dude, Where&#39;s My Car",2,"Comedy, Mystery, Sci-Fi"
2000,"USA, Canada, Germany, Italy",Dune,3,"Adventure, Drama, Fantasy"
2000,USA,Erin Brockovich,3,"Biography, Drama"
2000,"USA, Canada",Final Destination,1,"Horror, Thriller"
2000,"USA, UK",Gladiator,0,"Action, Adventure, Drama"
2000,USA,Gone in Sixty Seconds,1,"Action, Crime, Thriller"
2000,"UK, USA",High Fidelity,2,"Comedy, Drama, Music"
2000,"USA, Germany",Hollow Man,3,"Action, Sci-Fi, Thriller"
2000,USA,Little Nicky,1,"Comedy, Fantasy"
2000,USA,Love &amp; Basketball,3,"Drama, Romance, Sport"
2000,USA,Meet the Parents,2,"Comedy, Romance"
2000,USA,Memento,1,"Mystery, Thriller"
2000,"USA, Australia",Miss Congeniality,3,"Action, Comedy, Crime"
2000,USA,Mission to Mars,1,"Adventure, Drama, Sci-Fi"
2000,"UK, France, USA","O Brother, Where Art Thou?",0,"Comedy, Crime"
2000,USA,Pitch Black,3,"Action, Sci-Fi, Thriller"
2000,"Japan, USA",Pokemon: The Movie 2000,3,"Animation, Adventure, Family"
2000,"USA, Australia",Red Planet,0,"Sci-Fi, Action, Thriller"
2000,USA,Remember the Titans,3,"Biography, Drama, Sport"
2000,USA,Requiem for a Dream,3,Drama
2000,USA,Return to Me,3,"Comedy, Drama, Romance"
2000,USA,Romeo Must Die,0,"Action, Crime, Thriller"
2000,"USA, Germany",Rugrats in Paris:,3,"Animation, Adventure, Comedy"
2000,UK,Saving Grace,3,"Comedy, Crime"
2000,USA,Scream 3,3,"Horror, Mystery"
2000,"UK, Spain",Sexy Beast,2,"Crime, Drama"
2000,"USA, Hong Kong",Shanghai Noon,1,"Action, Adventure, Comedy"
2000,"UK, USA",Snatch.,0,"Comedy, Crime"
2000,USA,Songcatcher,3,"Drama, Music"
2000,"USA, UK","Beach, The",1,"Adventure, Drama, Romance"
2000,"USA, Germany","Cell, The",2,"Sci-Fi, Thriller"
2000,USA,"Emperor&#39;s New Groove, The",3,"Animation, Adventure, Comedy"
2000,USA,"Gift, The",3,"Crime, Drama, Fantasy"
2000,"Germany, USA","Patriot, The",3,"Action, Drama, War"
2000,USA,"Road to El Dorado, The",0,"Animation, Adventure, Comedy"
2000,USA,"Way of the Gun, The",2,"Action, Crime, Drama"
2000,USA,"Whole Nine Yards, The",3,"Comedy, Crime"
2000,USA,Thirteen days,1,"Drama, History, Thriller"
2000,USA,Titan A.E.,3,"Animation, Action, Adventure"
2000,USA,Unbreakable,0,"Drama, Mystery, Sci-Fi"
2000,USA,Urbania,1,Drama
2000,"USA, Germany",Vertical Limit,1,"Action, Adventure, Thriller"
2000,USA,What Lies Beneath,3,"Drama, Horror, Mystery"
2000,USA,What Women Want,1,"Comedy, Fantasy, Romance"
2000,USA,Where the Heart Is,3,"Comedy, Drama, Romance"
2000,"Taiwan, Hong Kong, USA, China","Wo hu cang long (Crouching Tiger, Hidden Dragon)",3,"Action, Drama, Romance"
2000,USA,X-Men,1,"Action, Adventure, Sci-Fi"
